,DB_ID1,DB_ID2
427273,DB01242,DB00677
533984,DB01242,DB00176
367940,DB01242,DB09072
91088,DB01242,DB00508
372161,DB01242,DB00181
362654,DB01242,DB01618
182119,DB01242,DB00945
99891,DB01242,DB09128
150566,DB01242,DB00208
116041,DB01242,DB00956
479681,DB01242,DB00211
104842,DB01242,DB04842
254223,DB01242,DB01403
23465,DB01242,DB06201
458318,DB01242,DB04884
85700,DB01242,DB04839
109554,DB01242,DB01463
28356,DB01242,DB09076
399272,DB01242,DB00409
342246,DB01242,DB01267
176992,DB00755,DB01339
408430,DB00755,DB00184
7582,DB00755,DB00250
436538,DB00755,DB04831
91011,DB00755,DB00618
228565,DB00755,DB00063
560086,DB00755,DB00508
521727,DB00755,DB00295
343505,DB00755,DB00771
117385,DB00755,DB00238
14128,DB00755,DB01229
114449,DB00755,DB00624
88945,DB00755,DB00989
206259,DB00755,DB00209
194916,DB00755,DB08930
373375,DB00755,DB00449
5163,DB00755,DB06730
189470,DB00755,DB00468
418890,DB00755,DB01100
146324,DB00755,DB09009
138623,DB00755,DB00224
281377,DB00755,DB00482
261938,DB00755,DB09277
443312,DB00755,DB00593
200908,DB00755,DB00332
92085,DB00755,DB01592
438858,DB00755,DB00757
100147,DB00755,DB02546
310676,DB00755,DB00648
250395,DB00755,DB06695
83036,DB00755,DB01274
67287,DB00755,DB00683
95614,DB00755,DB08901
423451,DB00755,DB00601
29586,DB00755,DB01296
373422,DB00755,DB00759
440148,DB00755,DB01196
393654,DB00755,DB00861
12497,DB00755,DB04946
312922,DB00755,DB08872
78144,DB00755,DB06414
355800,DB00755,DB01064
288195,DB00755,DB01075
362437,DB00755,DB00897
221202,DB00755,DB08794
557308,DB00755,DB04884
84830,DB00755,DB01627
238023,DB00755,DB00434
146265,DB00755,DB01390
90749,DB00755,DB01016
79599,DB00755,DB00790
270948,DB00755,DB01082
336322,DB00755,DB00727
488008,DB00755,DB06704
524537,DB00755,DB01020
500153,DB00755,DB01263
544834,DB00755,DB00692
297364,DB00755,DB00930
484090,DB00755,DB06441
372630,DB00755,DB00476
462771,DB00755,DB00997
391975,DB00755,DB01021
185554,DB00755,DB00742
550888,DB00755,DB00710
553039,DB00755,DB01050
157945,DB00755,DB01403
172471,DB00755,DB00847
508819,DB00755,DB06714
270449,DB00755,DB00421
72870,DB00755,DB01080
453780,DB00755,DB00582
101082,DB00755,DB00455
87141,DB00755,DB06153
199335,DB00755,DB00726
35182,DB00755,DB00999
90452,DB00755,DB00211
347976,DB00755,DB09274
1908,DB00755,DB00484
14210,DB00755,DB00537
527846,DB00755,DB09055
22969,DB00755,DB06218
128588,DB00755,DB08934
300127,DB00755,DB00839
327175,DB00755,DB00315
545430,DB00755,DB00872
263859,DB00755,DB00860
308682,DB00755,DB09080
21539,DB00755,DB01029
202902,DB00755,DB00035
155326,DB00755,DB00232
80809,DB00755,DB00834
399396,DB00755,DB09280
18102,DB00755,DB00337
538964,DB00755,DB01097
110493,DB00755,DB00864
5145,DB06730,DB01196
523811,DB06730,DB00790
110785,DB06730,DB08932
523098,DB06730,DB00623
473705,DB06730,DB01354
244438,DB06730,DB00411
258669,DB06730,DB00191
460460,DB06730,DB00181
364149,DB06730,DB00572
71773,DB06730,DB00867
505229,DB06730,DB01351
297328,DB06730,DB09214
75293,DB06730,DB01224
466060,DB06730,DB04843
68283,DB06730,DB00549
273663,DB06730,DB04855
248501,DB06730,DB04908
7890,DB06730,DB00363
368531,DB06730,DB01195
379878,DB06730,DB00707
312356,DB06730,DB09034
2956,DB06730,DB00445
325590,DB06730,DB00395
90370,DB06730,DB06282
369677,DB06730,DB10675
464858,DB06730,DB00672
95352,DB06730,DB00669
338888,DB06730,DB01075
548689,DB06730,DB06216
472764,DB06730,DB00539
444910,DB06730,DB00605
166631,DB06730,DB01551
204792,DB06730,DB00948
196653,DB06730,DB00415
75662,DB06730,DB01115
397543,DB06730,DB00683
508482,DB06730,DB01033
205176,DB06730,DB01214
32564,DB06730,DB00802
77726,DB06730,DB00641
180414,DB06730,DB00269
53535,DB06730,DB00458
7831,DB06730,DB08934
87439,DB06730,DB09477
191972,DB06730,DB00297
534716,DB06730,DB00204
326031,DB06730,DB06176
141135,DB06730,DB00747
354462,DB06730,DB01356
218392,DB06730,DB00470
77317,DB06730,DB00675
437632,DB06730,DB00396
557496,DB06730,DB01365
158259,DB06730,DB11126
83838,DB06730,DB08794
276005,DB06730,DB01098
107570,DB06730,DB06772
378831,DB06730,DB00613
201472,DB06730,DB01177
428420,DB06730,DB01150
553293,DB06730,DB01603
476361,DB06730,DB09064
491526,DB06730,DB00366
534911,DB06730,DB00652
377171,DB06730,DB00657
449604,DB06730,DB09060
386861,DB06730,DB00321
75656,DB06730,DB00681
231871,DB06730,DB00738
168190,DB06730,DB00327
312304,DB06730,DB09117
66740,DB06730,DB08941
93920,DB06730,DB08864
62129,DB06730,DB06702
447236,DB06730,DB00063
466446,DB06730,DB03793
79309,DB06730,DB00262
226582,DB06730,DB09401
34746,DB06730,DB00449
247698,DB06730,DB00910
554435,DB06730,DB00975
1909,DB06730,DB01200
8314,DB06730,DB00337
283986,DB06730,DB06714
27206,DB06730,DB09256
551296,DB06730,DB00881
137834,DB06730,DB00658
347504,DB06730,DB01136
138034,DB06730,DB00311
392838,DB06730,DB01225
121914,DB06730,DB08813
338436,DB06730,DB06605
60956,DB06730,DB00682
524161,DB06730,DB00006
125369,DB06730,DB00278
368073,DB04339,DB00196
383813,DB04339,DB00006
156621,DB04339,DB06203
448142,DB04339,DB00544
96570,DB04339,DB08934
39244,DB04339,DB01076
253775,DB04339,DB09262
107019,DB04339,DB00195
461530,DB04339,DB03619
453500,DB04339,DB01364
60881,DB04339,DB00180
196133,DB04339,DB00331
467527,DB04339,DB00628
407451,DB04339,DB00572
494970,DB04339,DB01339
507732,DB04339,DB00790
100748,DB04339,DB01043
312167,DB04339,DB00323
391693,DB04339,DB00418
101271,DB04339,DB00930
215829,DB04339,DB00625
13632,DB04339,DB00388
116968,DB04339,DB01273
121863,DB04339,DB06636
156007,DB04339,DB06655
384531,DB04339,DB00964
100050,DB04339,DB01551
111477,DB04339,DB08903
278876,DB04339,DB01577
47792,DB04339,DB00966
208836,DB04339,DB04842
542878,DB04339,DB03880
100314,DB04339,DB00485
432433,DB04339,DB00441
180533,DB04339,DB01129
409272,DB04339,DB00307
516415,DB04339,DB09272
100992,DB04339,DB04905
476708,DB04339,DB00749
304847,DB04339,DB11095
305175,DB04339,DB01210
549462,DB04339,DB00377
153125,DB04339,DB00557
538804,DB04339,DB00871
293324,DB04339,DB01604
462017,DB04339,DB00275
134122,DB04339,DB00169
548754,DB04339,DB00181
106248,DB04339,DB00674
42277,DB04339,DB01192
164971,DB04339,DB00243
475469,DB04339,DB01415
358694,DB04339,DB08887
366300,DB04339,DB01184
17312,DB04339,DB00263
493805,DB04339,DB00398
20028,DB04339,DB00705
370574,DB04339,DB00783
171995,DB04339,DB08815
1910,DB04339,DB00482
22633,DB04339,DB09256
368657,DB04339,DB00622
460533,DB04339,DB01436
61354,DB04339,DB06413
245008,DB04339,DB00802
537827,DB04339,DB00585
378148,DB04339,DB00361
297873,DB04339,DB00962
359602,DB04339,DB06706
481520,DB04339,DB06826
33439,DB04339,DB00014
451069,DB04339,DB00257
256944,DB04339,DB01039
350382,DB04339,DB00371
48599,DB04339,DB04817
229635,DB04339,DB06274
510480,DB04339,DB00436
287939,DB04339,DB00955
337393,DB04339,DB00199
370027,DB04339,DB06288
435094,DB04339,DB00177
29211,DB04339,DB00007
53691,DB04339,DB00985
534358,DB04339,DB09227
551628,DB04339,DB00722
543521,DB04339,DB00320
465100,DB04339,DB00907
61911,DB04339,DB04884
535107,DB04339,DB01050
32294,DB04339,DB00946
21498,DB04339,DB08883
90288,DB04339,DB01403
231444,DB04339,DB00182
458012,DB04339,DB00222
100062,DB04339,DB00446
291595,DB00184,DB00788
116896,DB00184,DB01415
5998,DB00184,DB00598
189922,DB00184,DB01590
115578,DB00184,DB00529
554449,DB00184,DB00657
377829,DB00184,DB08865
247198,DB00184,DB00909
211577,DB00184,DB06826
519615,DB00184,DB00444
236845,DB00184,DB01602
203590,DB00184,DB01354
322283,DB00184,DB01119
546515,DB00184,DB00224
7984,DB00184,DB04574
396731,DB00184,DB01603
388768,DB00184,DB00843
43209,DB00184,DB00565
532347,DB00184,DB00202
157733,DB00184,DB00193
173295,DB00184,DB00366
110210,DB00184,DB01088
132802,DB00184,DB01184
194473,DB00184,DB06799
335043,DB00184,DB01001
340339,DB00184,DB00780
105055,DB00184,DB06769
479420,DB00184,DB00434
545694,DB00184,DB01436
272400,DB00184,DB00829
267678,DB00184,DB00220
351682,DB00184,DB00804
341291,DB00184,DB00323
7048,DB00184,DB00197
295239,DB00184,DB00863
88972,DB00184,DB06791
442546,DB00184,DB01018
221177,DB00184,DB06204
410078,DB00184,DB09030
320695,DB00184,DB00771
315360,DB00184,DB00342
359796,DB00184,DB00361
77309,DB00184,DB00877
554934,DB00184,DB01109
558327,DB00184,DB00662
176087,DB00184,DB00841
241197,DB00184,DB00839
272623,DB00184,DB00727
171074,DB00184,DB00188
199294,DB00184,DB09101
228163,DB00184,DB00615
301053,DB00184,DB00611
100532,DB00184,DB01214
477445,DB00184,DB01149
361222,DB00184,DB09117
164636,DB00184,DB00710
475417,DB00184,DB01068
99010,DB00184,DB00541
2773,DB00184,DB00435
103393,DB00184,DB04841
420365,DB00184,DB01082
555313,DB00184,DB01288
524016,DB00184,DB00499
315277,DB00184,DB01320
86493,DB00184,DB00454
521221,DB00184,DB00184
296632,DB00184,DB01194
89419,DB00184,DB01211
194937,DB00184,DB00091
52290,DB00184,DB02546
97223,DB00184,DB00887
103570,DB00184,DB00904
1911,DB00184,DB08912
8555,DB00184,DB00570
344642,DB00184,DB01393
36799,DB00184,DB00485
515288,DB00184,DB01432
526819,DB00184,DB00835
123712,DB00184,DB00331
106606,DB00184,DB08899
207391,DB00184,DB08872
161465,DB00184,DB01002
28477,DB00184,DB00741
370500,DB00184,DB08976
146203,DB00184,DB03793
139650,DB00184,DB01364
122948,DB00184,DB00907
59803,DB00184,DB01132
508043,DB00184,DB00187
504613,DB00184,DB01273
95035,DB00184,DB01174
306764,DB00184,DB01026
58540,DB00184,DB00951
529308,DB00184,DB00501
125445,DB00184,DB00822
519680,DB01001,DB01061
110235,DB01001,DB08896
498531,DB01001,DB00309
550990,DB01001,DB08867
495202,DB01001,DB00806
361277,DB01001,DB00275
46668,DB01001,DB01151
270164,DB01001,DB00604
558385,DB01001,DB00927
283832,DB01001,DB06663
19562,DB01001,DB06717
159358,DB01001,DB00300
487254,DB01001,DB00783
252417,DB01001,DB11110
411987,DB01001,DB00280
96636,DB01001,DB00679
497016,DB01001,DB00343
497376,DB01001,DB00482
415829,DB01001,DB01339
258152,DB01001,DB00572
105227,DB01001,DB01168
225498,DB01001,DB00703
492154,DB01001,DB09117
78362,DB01001,DB01148
103426,DB01001,DB02901
104066,DB01001,DB00860
198856,DB01001,DB01038
319301,DB01001,DB00934
321633,DB01001,DB01278
438842,DB01001,DB01595
131624,DB01001,DB01394
162086,DB01001,DB06724
361854,DB01001,DB00373
372123,DB01001,DB00514
50235,DB01001,DB09292
99986,DB01001,DB01029
1917,DB01001,DB01320
24207,DB01001,DB00415
280974,DB01001,DB09276
238742,DB01001,DB00248
463381,DB01001,DB09300
455243,DB01001,DB00758
468291,DB01001,DB00479
197602,DB01001,DB00222
92755,DB01001,DB01603
242010,DB01001,DB04839
35318,DB01001,DB08941
504092,DB01001,DB01070
558766,DB01001,DB04339
556099,DB01001,DB00437
493609,DB01001,DB06274
58781,DB01001,DB00623
218300,DB01001,DB01201
350372,DB01001,DB01126
199977,DB01001,DB00270
98887,DB01001,DB00457
539630,DB01001,DB01142
121579,DB01001,DB00352
380831,DB01001,DB01620
194310,DB01001,DB01020
559086,DB01001,DB09030
493463,DB01001,DB00959
86710,DB01001,DB00776
358920,DB01001,DB00542
391239,DB01001,DB00283
321853,DB01001,DB06799
116609,DB01001,DB00489
314084,DB01001,DB06144
460066,DB01001,DB00261
544879,DB01001,DB00796
486897,DB01001,DB01053
135704,DB01001,DB00257
388504,DB01001,DB01560
546886,DB01001,DB00294
551120,DB01001,DB09295
105385,DB01001,DB01198
340244,DB01001,DB00549
365996,DB01001,DB00263
107795,DB01001,DB01074
174652,DB01001,DB00450
358856,DB01001,DB00477
335664,DB01001,DB00500
450244,DB01001,DB00801
27540,DB01001,DB00780
180181,DB01001,DB00182
348556,DB01001,DB01365
46019,DB01001,DB00723
304081,DB01001,DB01407
442969,DB01001,DB00215
136368,DB01001,DB01556
380994,DB01001,DB00841
419770,DB01001,DB06698
465989,DB01001,DB00014
86087,DB01001,DB01021
333611,DB01001,DB00935
489380,DB01097,DB00396
551034,DB01097,DB00813
203548,DB01097,DB00734
522259,DB01097,DB00490
469382,DB01097,DB00625
164485,DB01097,DB01294
445122,DB01097,DB08875
393496,DB01097,DB01240
553147,DB01097,DB00436
268244,DB01097,DB00742
7708,DB01097,DB00040
201334,DB01097,DB00537
552523,DB01097,DB00126
369986,DB01097,DB01050
244481,DB01097,DB00578
496018,DB01097,DB01553
86368,DB01097,DB00989
28841,DB01097,DB06283
539592,DB01097,DB01164
96580,DB01097,DB01264
291800,DB01097,DB00675
552157,DB01097,DB01036
351454,DB01097,DB01263
541880,DB01097,DB00514
33195,DB01097,DB01576
170946,DB01097,DB01411
551318,DB01097,DB00780
548781,DB01097,DB00063
78409,DB01097,DB00994
73007,DB01097,DB09282
76384,DB01097,DB04843
348085,DB01097,DB01032
511717,DB01097,DB06706
79084,DB01097,DB01339
1923,DB01097,DB00335
10901,DB01097,DB01589
114161,DB01097,DB08912
128937,DB01097,DB00014
415507,DB01097,DB00237
344249,DB01097,DB01427
143863,DB01097,DB06212
498817,DB01097,DB00384
52465,DB01097,DB00985
468592,DB01097,DB00263
19207,DB01097,DB00707
60615,DB01097,DB00176
70145,DB01097,DB00261
133807,DB01097,DB01627
533812,DB01097,DB00584
41078,DB01097,DB00768
499416,DB01097,DB00975
462377,DB01097,DB00903
210783,DB01097,DB09117
446619,DB01097,DB04574
327069,DB01097,DB01156
262103,DB01097,DB01080
242166,DB01097,DB01070
304440,DB01097,DB01395
111730,DB01097,DB00289
397157,DB01097,DB01603
215439,DB01097,DB00731
539869,DB01097,DB01169
203467,DB01097,DB00695
462349,DB01097,DB00409
89163,DB01097,DB00549
100736,DB01097,DB00211
150024,DB01097,DB08930
84958,DB01097,DB01098
545220,DB01097,DB00907
279358,DB01097,DB06206
331642,DB01097,DB00759
326228,DB01097,DB00687
264791,DB01097,DB00398
259313,DB01097,DB00352
409811,DB01097,DB00993
69850,DB01097,DB00322
203458,DB01097,DB06603
515048,DB01097,DB00773
417930,DB01097,DB01030
541471,DB01097,DB01177
75037,DB01097,DB00619
404319,DB01097,DB01168
117842,DB01097,DB01222
232560,DB01097,DB01101
450719,DB01097,DB01418
467088,DB01097,DB00266
116005,DB01097,DB08868
318743,DB01097,DB06813
397644,DB01097,DB06287
31260,DB01097,DB00552
459383,DB01097,DB00541
74998,DB01097,DB00997
196490,DB01097,DB00563
50841,DB01097,DB00441
421818,DB01097,DB01181
546723,DB01427,DB00767
95569,DB01427,DB06707
249416,DB01427,DB09276
33182,DB01427,DB00603
470118,DB01427,DB06616
453238,DB01427,DB00484
218006,DB01427,DB00007
217740,DB01427,DB04953
543460,DB01427,DB01222
221096,DB01427,DB04837
530321,DB01427,DB00476
90911,DB01427,DB00399
271872,DB01427,DB04839
422306,DB01427,DB01128
44219,DB01427,DB01202
210567,DB01427,DB06655
345370,DB01427,DB03128
93330,DB01427,DB00187
7856,DB01427,DB09277
356852,DB01427,DB01393
362721,DB01427,DB00315
334178,DB01427,DB00876
258335,DB01427,DB00570
63724,DB01427,DB01359
209174,DB01427,DB00700
268102,DB01427,DB00400
214377,DB01427,DB04841
527808,DB01427,DB08827
539999,DB01427,DB00637
343091,DB01427,DB01618
185306,DB01427,DB04924
327038,DB01427,DB00661
381005,DB01427,DB00289
121119,DB01427,DB00726
556207,DB01427,DB01244
96811,DB01427,DB05246
436236,DB01427,DB00350
400941,DB01427,DB01119
403361,DB01427,DB01551
559174,DB01427,DB01427
292376,DB01427,DB03619
215783,DB01427,DB00980
100392,DB01427,DB08933
94180,DB01427,DB01114
38214,DB01427,DB09268
162741,DB01427,DB08907
377015,DB01427,DB00285
95603,DB01427,DB04817
313919,DB01427,DB08860
481807,DB01427,DB00703
15637,DB01427,DB04825
303070,DB01427,DB08976
458017,DB01427,DB01002
1926,DB01427,DB00695
19157,DB01427,DB01240
352259,DB01427,DB00564
362112,DB01427,DB00344
64468,DB01427,DB00304
431129,DB01427,DB01248
104253,DB01427,DB01109
317567,DB01427,DB00503
479983,DB01427,DB00790
100411,DB01427,DB09061
118746,DB01427,DB09401
475803,DB01427,DB01066
29427,DB01427,DB00755
243552,DB01427,DB01129
251374,DB01427,DB00851
248634,DB01427,DB00498
46134,DB01427,DB04845
284003,DB01427,DB00177
540192,DB01427,DB11181
141695,DB01427,DB00328
230075,DB01427,DB09285
545598,DB01427,DB00843
353190,DB01427,DB09272
21063,DB01427,DB00421
51042,DB01427,DB00521
485312,DB01427,DB00918
156510,DB01427,DB00834
121524,DB01427,DB01285
483026,DB01427,DB00190
66734,DB01427,DB04876
179135,DB01427,DB00927
27862,DB01427,DB01215
18043,DB01427,DB00407
337259,DB01427,DB00625
393350,DB01427,DB01211
30357,DB01427,DB00607
489287,DB01427,DB01167
165288,DB01427,DB00252
291904,DB01427,DB01351
73688,DB01427,DB11093
58910,DB01427,DB06207
544039,DB01427,DB01320
280648,DB01143,DB00470
470503,DB01143,DB00755
56344,DB01143,DB09070
289296,DB01143,DB00361
152628,DB01143,DB01212
137331,DB01143,DB01158
518880,DB01143,DB00543
155423,DB01143,DB00496
310116,DB01143,DB09009
192078,DB01143,DB04841
11781,DB01143,DB09262
490669,DB01143,DB08815
78005,DB01143,DB00395
115910,DB01143,DB09061
198376,DB01143,DB00857
61996,DB01143,DB06789
514308,DB01143,DB08880
391486,DB01143,DB00877
325774,DB01143,DB06271
522738,DB01143,DB00651
126681,DB01143,DB01166
27021,DB01143,DB06414
543730,DB01143,DB06228
335864,DB01143,DB05294
1934,DB01143,DB00794
554766,DB01143,DB00552
182858,DB01143,DB08887
329809,DB01143,DB06196
370496,DB01143,DB00681
170743,DB01143,DB00802
547744,DB01143,DB09082
520762,DB01143,DB00618
420948,DB01143,DB00843
78178,DB01143,DB00482
436094,DB01143,DB00222
183646,DB01143,DB00904
180942,DB01143,DB06692
374616,DB01143,DB00159
231464,DB01143,DB00715
212221,DB01143,DB00897
429968,DB01143,DB00245
76403,DB01143,DB00569
123300,DB01143,DB06825
44554,DB01143,DB00468
135571,DB01143,DB00620
527986,DB01143,DB02901
222979,DB01143,DB09038
262321,DB01143,DB01119
34310,DB01143,DB00895
254178,DB01143,DB01351
65013,DB01143,DB06212
418708,DB01143,DB00371
459302,DB01143,DB03615
110668,DB01143,DB00414
466234,DB01143,DB06288
61530,DB01143,DB01182
418197,DB01143,DB00603
440367,DB01143,DB04844
52929,DB01143,DB00884
226666,DB01143,DB00238
190203,DB01143,DB00991
262345,DB01143,DB06813
248429,DB01143,DB00819
131456,DB01143,DB09118
168383,DB01143,DB00289
53020,DB01143,DB01285
388569,DB01143,DB09285
475430,DB01143,DB00479
278795,DB01143,DB08931
119165,DB01143,DB00244
472322,DB01143,DB01114
210043,DB01143,DB00570
6117,DB01143,DB06698
64938,DB01143,DB01267
538954,DB01143,DB01144
348324,DB01143,DB01238
320203,DB01143,DB09064
511705,DB01143,DB06697
257001,DB01143,DB06695
405020,DB01143,DB00959
5478,DB01143,DB01436
30747,DB01143,DB00958
521490,DB01143,DB00898
21882,DB01143,DB00178
134770,DB01143,DB00880
243707,DB01143,DB00925
22472,DB01143,DB00966
223171,DB01143,DB00177
451490,DB01143,DB00373
41761,DB01143,DB00524
295202,DB01143,DB00692
407760,DB01143,DB00796
529568,DB01143,DB00790
26813,DB01143,DB04920
229777,DB01143,DB00876
182294,DB00014,DB00657
431506,DB00014,DB01163
226744,DB00014,DB01558
486211,DB00014,DB00284
554238,DB00014,DB00250
94502,DB00014,DB00480
164712,DB00014,DB00541
170448,DB00014,DB00606
35193,DB00014,DB00301
91269,DB00014,DB08916
86770,DB00014,DB00434
126955,DB00014,DB01214
484217,DB00014,DB01587
117523,DB00014,DB08910
415469,DB00014,DB09026
545075,DB00014,DB01604
11596,DB00014,DB00341
330487,DB00014,DB00475
254252,DB00014,DB11181
308718,DB00014,DB01041
249268,DB00014,DB00317
325437,DB00014,DB00948
451498,DB00014,DB00379
305429,DB00014,DB06212
70155,DB00014,DB00747
467335,DB00014,DB01128
72091,DB00014,DB00366
385471,DB00014,DB00136
355719,DB00014,DB08824
100583,DB00014,DB00413
540012,DB00014,DB00728
148728,DB00014,DB00867
270380,DB00014,DB00796
253498,DB00014,DB09067
474479,DB00014,DB01012
240050,DB00014,DB00457
291872,DB00014,DB00572
52726,DB00014,DB01156
215936,DB00014,DB00307
343555,DB00014,DB01076
96373,DB00014,DB00335
98854,DB00014,DB09227
549557,DB00014,DB00508
36899,DB00014,DB09119
146264,DB00014,DB00476
494393,DB00014,DB00397
188754,DB00014,DB00615
379644,DB00014,DB00423
327552,DB00014,DB00908
374584,DB00014,DB01059
245113,DB00014,DB09080
94190,DB00014,DB00263
351930,DB00014,DB00934
5091,DB00014,DB09082
413539,DB00014,DB00938
155140,DB00014,DB00889
83438,DB00014,DB01035
187168,DB00014,DB05294
48010,DB00014,DB09277
252711,DB00014,DB01072
325952,DB00014,DB06697
507613,DB00014,DB01232
511407,DB00014,DB00537
302849,DB00014,DB00714
489699,DB00014,DB01184
401816,DB00014,DB01320
552363,DB00014,DB00218
272346,DB00014,DB00529
210976,DB00014,DB04876
332940,DB00014,DB00697
245173,DB00014,DB08881
91127,DB00014,DB01182
414037,DB00014,DB00104
233094,DB00014,DB00374
434090,DB00014,DB00261
81787,DB00014,DB00543
431717,DB00014,DB01142
64042,DB00014,DB00333
476031,DB00014,DB00246
319505,DB00014,DB00331
327752,DB00014,DB00540
152064,DB00014,DB08864
388518,DB00014,DB00344
254718,DB00014,DB00710
67921,DB00014,DB00363
387895,DB00014,DB08868
406361,DB00014,DB00007
158075,DB00014,DB00204
456599,DB00014,DB01118
204960,DB00014,DB00915
418335,DB00014,DB04868
104647,DB00014,DB06616
204063,DB00014,DB01268
35804,DB00014,DB00477
154033,DB00014,DB01015
196792,DB01261,DB00757
156130,DB01261,DB06144
6708,DB01261,DB00295
95633,DB01261,DB00852
500575,DB01261,DB00782
331247,DB01261,DB00972
358572,DB01261,DB08795
84543,DB01261,DB05521
204981,DB01261,DB01182
178684,DB01261,DB00199
247376,DB01261,DB00749
327589,DB01261,DB00543
108459,DB01261,DB08897
117367,DB01261,DB09119
14404,DB01261,DB00540
488793,DB01261,DB09272
92333,DB01261,DB00231
45398,DB01261,DB01115
205118,DB01261,DB05528
162264,DB01261,DB00599
219045,DB01261,DB01088
94544,DB01261,DB04899
181885,DB01261,DB06218
411467,DB01261,DB09276
249131,DB01261,DB00544
316085,DB01261,DB09053
88954,DB01261,DB05812
420846,DB01261,DB00893
526931,DB01261,DB00006
446369,DB01261,DB06825
522743,DB01261,DB00754
433231,DB01261,DB01137
355295,DB01261,DB09267
11203,DB01261,DB06822
85298,DB01261,DB01221
525844,DB01261,DB00320
217118,DB01261,DB00854
263909,DB01261,DB00461
91063,DB01261,DB00181
392273,DB01261,DB04817
545104,DB01261,DB01174
65654,DB01261,DB06723
520317,DB01261,DB01114
165893,DB01261,DB00798
244468,DB01261,DB01017
453367,DB01261,DB09271
542056,DB01261,DB01407
246270,DB01261,DB00668
537206,DB01261,DB01501
549468,DB01261,DB01241
523726,DB01261,DB00405
72815,DB01261,DB09211
480169,DB01261,DB00622
465642,DB01261,DB00925
307823,DB01261,DB04825
260136,DB01261,DB00458
553514,DB01261,DB01359
2325,DB01261,DB00364
510202,DB01261,DB04855
430399,DB01261,DB00962
121799,DB01261,DB00237
101576,DB01261,DB09268
289279,DB01261,DB00610
193943,DB01261,DB01214
380736,DB01261,DB08868
80757,DB01261,DB09073
192653,DB01261,DB09295
47426,DB01261,DB08794
83779,DB01261,DB01587
88351,DB01261,DB00220
1945,DB01261,DB01406
15505,DB01261,DB00578
496146,DB01261,DB00491
27856,DB01261,DB00784
473711,DB01261,DB00713
402255,DB01261,DB00889
550367,DB01261,DB06769
313801,DB01261,DB01119
554085,DB01261,DB11126
262817,DB01261,DB01020
21730,DB01261,DB09288
197323,DB01261,DB00332
8638,DB01261,DB01067
393736,DB01261,DB00492
344845,DB01261,DB00752
18293,DB01261,DB01197
203511,DB01261,DB00715
165774,DB01261,DB01307
289754,DB01261,DB00621
120212,DB01261,DB01124
423015,DB01261,DB09280
369269,DB01261,DB09477
333422,DB01261,DB00030
111469,DB01261,DB00519
239796,DB01261,DB04905
410479,DB11093,DB00754
158328,DB11093,DB00503
87821,DB11093,DB03793
452839,DB11093,DB05294
88007,DB11093,DB00768
368744,DB11093,DB00413
521255,DB11093,DB00468
281126,DB11093,DB01239
159759,DB11093,DB00261
526530,DB11093,DB01036
536787,DB11093,DB01020
91421,DB11093,DB00602
521230,DB11093,DB09079
453016,DB11093,DB01595
538523,DB11093,DB00818
513404,DB11093,DB00993
444476,DB11093,DB06706
136763,DB11093,DB06730
89875,DB11093,DB06715
499470,DB11093,DB01607
14296,DB11093,DB06605
294466,DB11093,DB00737
56977,DB11093,DB08864
494962,DB11093,DB08883
31961,DB11093,DB00604
343061,DB11093,DB01184
420270,DB11093,DB00317
269797,DB11093,DB01063
552084,DB11093,DB01008
142404,DB11093,DB00974
508691,DB11093,DB00500
94788,DB11093,DB00794
44643,DB11093,DB01192
137398,DB11093,DB01248
386593,DB11093,DB11133
359739,DB11093,DB09061
88877,DB11093,DB01337
460104,DB11093,DB00714
543738,DB11093,DB06413
349937,DB11093,DB01603
87226,DB11093,DB01278
219490,DB11093,DB01114
372826,DB11093,DB00682
184642,DB11093,DB01174
258757,DB11093,DB09477
101201,DB11093,DB01136
91133,DB11093,DB00593
39032,DB11093,DB01041
377486,DB11093,DB00887
382844,DB11093,DB00109
324459,DB11093,DB01190
153229,DB11093,DB00687
14715,DB11093,DB08881
485461,DB11093,DB06711
17061,DB11093,DB01397
534573,DB11093,DB00755
152949,DB11093,DB01075
1953,DB11093,DB01189
18218,DB11093,DB01501
353441,DB11093,DB00206
521842,DB11093,DB00715
57740,DB11093,DB00454
457139,DB11093,DB04868
543801,DB11093,DB00700
281585,DB11093,DB00539
394012,DB11093,DB05676
193280,DB11093,DB01039
484349,DB11093,DB04817
465588,DB11093,DB00705
24896,DB11093,DB00266
267970,DB11093,DB01418
257454,DB11093,DB08916
338186,DB11093,DB00248
46977,DB11093,DB00630
219093,DB11093,DB01253
476815,DB11093,DB00465
133355,DB11093,DB00191
382017,DB11093,DB01241
302530,DB11093,DB00569
357265,DB11093,DB01009
20158,DB11093,DB01215
50446,DB11093,DB00814
112419,DB11093,DB00238
433106,DB11093,DB01066
122048,DB11093,DB00712
110298,DB11093,DB00294
62044,DB11093,DB08895
171946,DB11093,DB00492
21608,DB11093,DB05039
17581,DB11093,DB00759
86189,DB11093,DB06723
319413,DB11093,DB00884
58473,DB11093,DB08826
437753,DB11093,DB01074
149056,DB11093,DB00841
254238,DB04855,DB00555
36851,DB04855,DB00494
47238,DB04855,DB01126
247448,DB04855,DB01041
157655,DB04855,DB01059
230614,DB04855,DB01273
478456,DB04855,DB00205
237268,DB04855,DB00933
554096,DB04855,DB01162
95597,DB04855,DB00126
